reference_name,target_name,reference_network,induced_network,name_dct,num_assignment_pair,is_truncated,probability_of_occurrence_strong,truncated_strong,probability_of_occurrence_weak,truncated_weak,estimated_poc_strong,estimated_poc_weak
BIOMD0000000267,BIOMD0000000513,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","4023910: 4 species, 3 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c
  _3PGAT_g: _3PGA_g -> _3PGA_c","{""species_names"": {""free"": ""_3PGA_g"", ""bound"": ""_3PGA_c"", ""translocate"": ""_2PGA_c"", ""lytic"": ""PEP_c""}, ""reaction_names"": {""endocytosis"": ""PGAM_c"", ""translocation"": ""ENO_c"", ""binding"": ""_3PGAT_g""}}",1,False,,,,,0.03583705576904839,0.03807368740989847
BIOMD0000000267,BIOMD0000000557,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","3595935: 4 species, 3 reactions
  reaction_2: ERK_ppMEKc -> pERKc
  reaction_3: pERKc -> pERK_ppMEKc
  reaction_1: ERKc -> ERK_ppMEKc","{""species_names"": {""free"": ""ERKc"", ""bound"": ""ERK_ppMEKc"", ""translocate"": ""pERKc"", ""lytic"": ""pERK_ppMEKc""}, ""reaction_names"": {""endocytosis"": ""reaction_2"", ""translocation"": ""reaction_3"", ""binding"": ""reaction_1""}}",4,False,,,,,0.03751117671063009,0.039850116832901405
BIOMD0000000267,BIOMD0000000731,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","9111924: 4 species, 3 reactions
  func_TRegs_Production_from_CD4: func_CD4_HTC -> func_TRegs
  func_TRegs_Degradation: func_TRegs -> Sink
  func_CD4_HTC_Production: Pool -> func_CD4_HTC","{""species_names"": {""free"": ""Pool"", ""bound"": ""func_CD4_HTC"", ""translocate"": ""func_TRegs"", ""lytic"": ""Sink""}, ""reaction_names"": {""endocytosis"": ""func_TRegs_Production_from_CD4"", ""translocation"": ""func_TRegs_Degradation"", ""binding"": ""func_CD4_HTC_Production""}}",2,False,,,,,0.042516118591734764,0.04515974568681547
BIOMD0000000267,BIOMD0000000738,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","9311968: 4 species, 3 reactions
  RBC_Spleen: FeRBC -> FeSpleen
  Spleen_NTBI: FeSpleen -> NTBI
  BM_RBC: FeBM -> FeRBC","{""species_names"": {""free"": ""FeBM"", ""bound"": ""FeRBC"", ""translocate"": ""FeSpleen"", ""lytic"": ""NTBI""}, ""reaction_names"": {""endocytosis"": ""RBC_Spleen"", ""translocation"": ""Spleen_NTBI"", ""binding"": ""BM_RBC""}}",1,False,,,,,0.03751117671063009,0.039850116832901405
BIOMD0000000267,BIOMD0000000164,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","5469695: 4 species, 3 reactions
  FRanGDP_flux: FRanGDP_Cytosol -> FRanGDP_Nucleus
  FRanGDP_to_FRanGTP: FRanGDP_Nucleus -> FRanGTP_Nucleus
  FRanGTP_dephosphorylation: FRanGTP_Cytosol -> FRanGDP_Cytosol","{""species_names"": {""free"": ""FRanGTP_Cytosol"", ""bound"": ""FRanGDP_Cytosol"", ""translocate"": ""FRanGDP_Nucleus"", ""lytic"": ""FRanGTP_Nucleus""}, ""reaction_names"": {""endocytosis"": ""FRanGDP_flux"", ""translocation"": ""FRanGDP_to_FRanGTP"", ""binding"": ""FRanGTP_dephosphorylation""}}",2,False,,,,,0.049148913425741014,0.05219360430847131
BIOMD0000000267,BIOMD0000000320,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","2699914: 4 species, 3 reactions
  bens_metabolism: C1_B -> C1_M
  ro_distribution: C1_M -> C2_M
  benserazide_absorption: A_B -> C1_B","{""species_names"": {""free"": ""A_B"", ""bound"": ""C1_B"", ""translocate"": ""C1_M"", ""lytic"": ""C2_M""}, ""reaction_names"": {""endocytosis"": ""bens_metabolism"", ""translocation"": ""ro_distribution"", ""binding"": ""benserazide_absorption""}}",1,False,,,,,0.024036391444362204,0.02554631320578782
BIOMD0000000267,BIOMD0000000214,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","626429: 4 species, 3 reactions
  PWtrl: E2W -> PW
  PWtrs: PW -> PWL
  E2Wtrl: E1W -> E2W","{""species_names"": {""free"": ""E1W"", ""bound"": ""E2W"", ""translocate"": ""PW"", ""lytic"": ""PWL""}, ""reaction_names"": {""endocytosis"": ""PWtrl"", ""translocation"": ""PWtrs"", ""binding"": ""E2Wtrl""}}",1,False,,,,,0.040850703079049366,0.04339313991852167
BIOMD0000000267,BIOMD0000000473,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","6566325: 4 species, 3 reactions
  r_0723: F6P -> s_0574
  r_0902: s_0574 -> s_0573
  PGI: G6P -> F6P","{""species_names"": {""free"": ""G6P"", ""bound"": ""F6P"", ""translocate"": ""s_0574"", ""lytic"": ""s_0573""}, ""reaction_names"": {""endocytosis"": ""r_0723"", ""translocation"": ""r_0902"", ""binding"": ""PGI""}}",1,False,,,,,0.4042183236766299,0.4235333600824992
BIOMD0000000267,BIOMD0000000175,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","6656155: 4 species, 3 reactions
  E11P_Degradation: E11P -> Empty
  mwbbde76d1_155c_4264_8447_4457527547cb: Empty -> fint
  Net_E11_Phosphorylation: E11 -> E11P","{""species_names"": {""free"": ""E11"", ""bound"": ""E11P"", ""translocate"": ""Empty"", ""lytic"": ""fint""}, ""reaction_names"": {""endocytosis"": ""E11P_Degradation"", ""translocation"": ""mwbbde76d1_155c_4264_8447_4457527547cb"", ""binding"": ""Net_E11_Phosphorylation""}}",1,False,,,,,0.1624390818160979,0.17183411452893838
BIOMD0000000267,BIOMD0000000737,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","2932310: 4 species, 3 reactions
  RBC_Spleen: FeRBC -> FeSpleen
  Spleen_NTBI: FeSpleen -> NTBI
  BM_RBC: FeBM -> FeRBC","{""species_names"": {""free"": ""FeBM"", ""bound"": ""FeRBC"", ""translocate"": ""FeSpleen"", ""lytic"": ""NTBI""}, ""reaction_names"": {""endocytosis"": ""RBC_Spleen"", ""translocation"": ""Spleen_NTBI"", ""binding"": ""BM_RBC""}}",1,False,,,,,0.03751117671063009,0.039850116832901405
BIOMD0000000267,BIOMD0000000050,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","2691134: 4 species, 3 reactions
  v13: Glu -> _3DG
  v5: _3DG -> Cn
  v12: Man -> Glu","{""species_names"": {""free"": ""Man"", ""bound"": ""Glu"", ""translocate"": ""_3DG"", ""lytic"": ""Cn""}, ""reaction_names"": {""endocytosis"": ""v13"", ""translocation"": ""v5"", ""binding"": ""v12""}}",2,False,,,,,0.02742267097979667,0.029142118369864356
BIOMD0000000267,BIOMD0000000734,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","1850735: 4 species, 3 reactions
  RBC_Spleen_0: FeRBC_0 -> FeSpleen_0
  Spleen_NTBI_0: FeSpleen_0 -> NTBI_0
  BM_RBC: FeBM -> FeRBC_0","{""species_names"": {""free"": ""FeBM"", ""bound"": ""FeRBC_0"", ""translocate"": ""FeSpleen_0"", ""lytic"": ""NTBI_0""}, ""reaction_names"": {""endocytosis"": ""RBC_Spleen_0"", ""translocation"": ""Spleen_NTBI_0"", ""binding"": ""BM_RBC""}}",2,False,,,,,0.0784324656648201,0.08321024137795308
BIOMD0000000267,BIOMD0000000481,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","9372032: 4 species, 3 reactions
  re1: LH_Pit -> LH_Bld
  re13: LH_Bld -> snk_LH
  re24: src_LH -> LH_Pit","{""species_names"": {""free"": ""src_LH"", ""bound"": ""LH_Pit"", ""translocate"": ""LH_Bld"", ""lytic"": ""snk_LH""}, ""reaction_names"": {""endocytosis"": ""re1"", ""translocation"": ""re13"", ""binding"": ""re24""}}",2,False,,,,,0.047495034775057676,0.05044001229316741
BIOMD0000000267,BIOMD0000000514,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","867073: 4 species, 3 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c
  _3PGAT_g: _3PGA_g -> _3PGA_c","{""species_names"": {""free"": ""_3PGA_g"", ""bound"": ""_3PGA_c"", ""translocate"": ""_2PGA_c"", ""lytic"": ""PEP_c""}, ""reaction_names"": {""endocytosis"": ""PGAM_c"", ""translocation"": ""ENO_c"", ""binding"": ""_3PGAT_g""}}",1,False,,,,,0.059012053712732326,0.06264735827221368
BIOMD0000000267,BIOMD0000000515,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","359448: 4 species, 3 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c
  _3PGAT_g: _3PGA_g -> _3PGA_c","{""species_names"": {""free"": ""_3PGA_g"", ""bound"": ""_3PGA_c"", ""translocate"": ""_2PGA_c"", ""lytic"": ""PEP_c""}, ""reaction_names"": {""endocytosis"": ""PGAM_c"", ""translocation"": ""ENO_c"", ""binding"": ""_3PGAT_g""}}",1,False,,,,,0.06715313866901584,0.07127069026844046
BIOMD0000000267,BIOMD0000000516,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","8535851: 4 species, 3 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c
  _3PGAT_g: _3PGA_g -> _3PGA_c","{""species_names"": {""free"": ""_3PGA_g"", ""bound"": ""_3PGA_c"", ""translocate"": ""_2PGA_c"", ""lytic"": ""PEP_c""}, ""reaction_names"": {""endocytosis"": ""PGAM_c"", ""translocation"": ""ENO_c"", ""binding"": ""_3PGAT_g""}}",1,False,,,,,0.06715313866901584,0.07127069026844046
BIOMD0000000267,BIOMD0000000110,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","5332288: 4 species, 3 reactions
  reaction_0000016: ixp -> x
  reaction_0000005: x -> x1
  reaction_0000014: ix -> ixp","{""species_names"": {""free"": ""ix"", ""bound"": ""ixp"", ""translocate"": ""x"", ""lytic"": ""x1""}, ""reaction_names"": {""endocytosis"": ""reaction_0000016"", ""translocation"": ""reaction_0000005"", ""binding"": ""reaction_0000014""}}",1,False,,,,,0.03751117671063009,0.039850116832901405
BIOMD0000000267,BIOMD0000000576,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","7918721: 4 species, 3 reactions
  cortisolTransport: s2 -> s114
  re19: s114 -> s10
  cort_distribution: CortAdded -> s2","{""species_names"": {""free"": ""CortAdded"", ""bound"": ""s2"", ""translocate"": ""s114"", ""lytic"": ""s10""}, ""reaction_names"": {""endocytosis"": ""cortisolTransport"", ""translocation"": ""re19"", ""binding"": ""cort_distribution""}}",1,False,,,,,0.08640553229078207,0.09164440170075971
BIOMD0000000267,BIOMD0000000688,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","4197122: 4 species, 3 reactions
  Infected_cell_infection_progression_2: L -> y_0
  Infected_cell_infection_progression_1: y_0 -> y_1
  Infection_2: x -> L","{""species_names"": {""free"": ""x"", ""bound"": ""L"", ""translocate"": ""y_0"", ""lytic"": ""y_1""}, ""reaction_names"": {""endocytosis"": ""Infected_cell_infection_progression_2"", ""translocation"": ""Infected_cell_infection_progression_1"", ""binding"": ""Infection_2""}}",1,False,,,,,0.05079992037003844,0.05394395789229545
BIOMD0000000267,BIOMD0000000511,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","1584912: 4 species, 3 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c
  _3PGAT_g: _3PGA_g -> _3PGA_c","{""species_names"": {""free"": ""_3PGA_g"", ""bound"": ""_3PGA_c"", ""translocate"": ""_2PGA_c"", ""lytic"": ""PEP_c""}, ""reaction_names"": {""endocytosis"": ""PGAM_c"", ""translocation"": ""ENO_c"", ""binding"": ""_3PGAT_g""}}",1,False,,,,,0.06064593482803682,0.0643784064727887
BIOMD0000000267,BIOMD0000000211,"BIOMD0000000267: 4 species, 3 reactions
  endocytosis: bound -> translocate
  translocation: translocate -> lytic
  binding: free -> bound","8290354: 4 species, 3 reactions
  vPGM: species_7 -> species_5
  vENO: species_5 -> species_4
  vPGT: species_23 -> species_7","{""species_names"": {""free"": ""species_23"", ""bound"": ""species_7"", ""translocate"": ""species_5"", ""lytic"": ""species_4""}, ""reaction_names"": {""endocytosis"": ""vPGM"", ""translocation"": ""vENO"", ""binding"": ""vPGT""}}",1,False,,,,,0.03583705576904839,0.03807368740989847
BIOMD0000000283,BIOMD0000000437,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","3094189: 4 species, 2 reactions
  WCCVVD_complex_formation: L_WCC + VVDn -> L_WCCVVDn
  WCCVVD_complex_disassociation: L_WCCVVDn -> VVDn + hypoWCCn","{""species_names"": {""X"": ""L_WCC"", ""E"": ""VVDn"", ""P"": ""L_WCCVVDn"", ""Q"": ""hypoWCCn""}, ""reaction_names"": {""r1"": ""WCCVVD_complex_formation"", ""r2"": ""WCCVVD_complex_disassociation""}}",1,False,,,,,0.13168197719508057,0.13656591251637373
BIOMD0000000283,BIOMD0000000318,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","5435658: 4 species, 2 reactions
  r8: RB + EF -> RE
  r7: RE -> EF + RP","{""species_names"": {""X"": ""RB"", ""E"": ""EF"", ""P"": ""RE"", ""Q"": ""RP""}, ""reaction_names"": {""r1"": ""r8"", ""r2"": ""r7""}}",1,False,,,,,0.05824378161788235,0.06049865578227587
BIOMD0000000283,BIOMD0000000165,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","469118: 4 species, 2 reactions
  bind_PKAC_AKAR: AKAR_cell + PKAC_cell -> PKAC_AKAR_cell
  AKAR_phosph: PKAC_AKAR_cell -> PKAC_cell + AKARp_cell","{""species_names"": {""X"": ""AKAR_cell"", ""E"": ""PKAC_cell"", ""P"": ""PKAC_AKAR_cell"", ""Q"": ""AKARp_cell""}, ""reaction_names"": {""r1"": ""bind_PKAC_AKAR"", ""r2"": ""AKAR_phosph""}}",2,False,,,,,0.10048354681345428,0.1042807812844927
BIOMD0000000283,BIOMD0000000226,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","3419317: 4 species, 2 reactions
  re58: s135 + s132 -> s152
  re59: s152 -> s132 + s161","{""species_names"": {""X"": ""s135"", ""E"": ""s132"", ""P"": ""s152"", ""Q"": ""s161""}, ""reaction_names"": {""r1"": ""re58"", ""r2"": ""re59""}}",1,False,,,,,0.08122897781109295,0.08433310269082295
BIOMD0000000283,BIOMD0000000147,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","3511152: 4 species, 2 reactions
  int_2ain: IkBaIKK + NFkB_cytoplasm -> IkBaIKKNFkB
  deg_ain: IkBaIKKNFkB -> NFkB_cytoplasm + IKK","{""species_names"": {""X"": ""IkBaIKK"", ""E"": ""NFkB_cytoplasm"", ""P"": ""IkBaIKKNFkB"", ""Q"": ""IKK""}, ""reaction_names"": {""r1"": ""int_2ain"", ""r2"": ""deg_ain""}}",6,False,,,,,0.16475191316149695,0.1707371356572498
BIOMD0000000283,BIOMD0000001017,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","9225240: 4 species, 2 reactions
  Factor_H_binding_C3b: C3b + Factor_H -> C3bH
  C3b_inactivation: C3bH -> Factor_H + iC3b","{""species_names"": {""X"": ""C3b"", ""E"": ""Factor_H"", ""P"": ""C3bH"", ""Q"": ""iC3b""}, ""reaction_names"": {""r1"": ""Factor_H_binding_C3b"", ""r2"": ""C3b_inactivation""}}",1,False,,,,,0.0515715877376165,0.05357556101107186
BIOMD0000000283,BIOMD0000000264,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","7938285: 4 species, 2 reactions
  reaction_2: Akt + pEGFR -> pEGFR_Akt
  reaction_3: pEGFR_Akt -> pEGFR + pAkt","{""species_names"": {""X"": ""Akt"", ""E"": ""pEGFR"", ""P"": ""pEGFR_Akt"", ""Q"": ""pAkt""}, ""reaction_names"": {""r1"": ""reaction_2"", ""r2"": ""reaction_3""}}",2,False,,,,,0.0515715877376165,0.05357556101107186
BIOMD0000000283,BIOMD0000000489,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","7737333: 4 species, 2 reactions
  reaction_16: species_30 + species_15 -> species_32
  reaction_21: species_32 -> species_15 + species_31","{""species_names"": {""X"": ""species_30"", ""E"": ""species_15"", ""P"": ""species_32"", ""Q"": ""species_31""}, ""reaction_names"": {""r1"": ""reaction_16"", ""r2"": ""reaction_21""}}",6,False,,,,,0.18800893080918313,0.19473642377460676
BIOMD0000000283,BIOMD0000000467,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","9398632: 4 species, 2 reactions
  re51: s45 + s57 -> s58
  re138: s58 -> s57 + s47","{""species_names"": {""X"": ""s45"", ""E"": ""s57"", ""P"": ""s58"", ""Q"": ""s47""}, ""reaction_names"": {""r1"": ""re51"", ""r2"": ""re138""}}",3,False,,,,,0.08122897781109295,0.08433310269082295
BIOMD0000000283,BIOMD0000000139,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","9956812: 4 species, 2 reactions
  v36: IkBalpha_NFkB + IKK -> IKK_IkBalpha_NFkB
  v5: IKK_IkBalpha_NFkB -> IKK + NFkB","{""species_names"": {""X"": ""IkBalpha_NFkB"", ""E"": ""IKK"", ""P"": ""IKK_IkBalpha_NFkB"", ""Q"": ""NFkB""}, ""reaction_names"": {""r1"": ""v36"", ""r2"": ""v5""}}",6,False,,,,,0.1468730385003939,0.15226944093557493
BIOMD0000000283,BIOMD0000000188,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","4186544: 4 species, 2 reactions
  P53_Mdm2Binding: p53 + Mdm2 -> Mdm2_p53
  p53Degradation: Mdm2_p53 -> Mdm2 + p53deg","{""species_names"": {""X"": ""p53"", ""E"": ""Mdm2"", ""P"": ""Mdm2_p53"", ""Q"": ""p53deg""}, ""reaction_names"": {""r1"": ""P53_Mdm2Binding"", ""r2"": ""p53Degradation""}}",1,False,,,,,0.0681641653140187,0.07078845923889521
BIOMD0000000283,BIOMD0000000140,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","8697136: 4 species, 2 reactions
  v36: IkBalpha_NFkB + IKK -> IKK_IkBalpha_NFkB
  v5: IKK_IkBalpha_NFkB -> IKK + NFkB","{""species_names"": {""X"": ""IkBalpha_NFkB"", ""E"": ""IKK"", ""P"": ""IKK_IkBalpha_NFkB"", ""Q"": ""NFkB""}, ""reaction_names"": {""r1"": ""v36"", ""r2"": ""v5""}}",6,False,,,,,0.1468730385003939,0.15226944093557493
BIOMD0000000283,BIOMD0000000227,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","7906823: 4 species, 2 reactions
  re58: s188 + s132 -> s189
  re59: s189 -> s132 + s190","{""species_names"": {""X"": ""s188"", ""E"": ""s132"", ""P"": ""s189"", ""Q"": ""s190""}, ""reaction_names"": {""r1"": ""re58"", ""r2"": ""re59""}}",1,False,,,,,0.18225610249020174,0.18880251416572902
BIOMD0000000283,BIOMD0000000735,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","1693994: 4 species, 2 reactions
  NTBI_Fe1Tf: NTBI + Tf -> Fe1Tf
  Fe1Tf_Duo: Fe1Tf -> Tf + FeDuo","{""species_names"": {""X"": ""NTBI"", ""E"": ""Tf"", ""P"": ""Fe1Tf"", ""Q"": ""FeDuo""}, ""reaction_names"": {""r1"": ""NTBI_Fe1Tf"", ""r2"": ""Fe1Tf_Duo""}}",8,False,,,,,0.15287478667454357,0.1584705899751312
BIOMD0000000283,BIOMD0000000738,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","9123896: 4 species, 2 reactions
  NTBI_Fe1Tf: NTBI + Tf -> Fe1Tf
  Fe1Tf_Duo: Fe1Tf -> Tf + FeDuo","{""species_names"": {""X"": ""NTBI"", ""E"": ""Tf"", ""P"": ""Fe1Tf"", ""Q"": ""FeDuo""}, ""reaction_names"": {""r1"": ""NTBI_Fe1Tf"", ""r2"": ""Fe1Tf_Duo""}}",4,False,,,,,0.07471963041103458,0.07758564165956272
BIOMD0000000283,BIOMD0000000599,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","9265755: 4 species, 2 reactions
  reaction_7: species_15 + species_2 -> species_16
  reaction_15: species_16 -> species_2 + species_29","{""species_names"": {""X"": ""species_15"", ""E"": ""species_2"", ""P"": ""species_16"", ""Q"": ""species_29""}, ""reaction_names"": {""r1"": ""reaction_7"", ""r2"": ""reaction_15""}}",2,False,,,,,0.12243780817318617,0.12700450839231947
BIOMD0000000283,BIOMD0000000786,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","5567534: 4 species, 2 reactions
  IKKa_IkBNFKB_binding: IkB_NFKB + IKK_active -> IKKactive_IkB_NFKB
  IkB_degradation_1: IKKactive_IkB_NFKB -> IKK_active + NFKB","{""species_names"": {""X"": ""IkB_NFKB"", ""E"": ""IKK_active"", ""P"": ""IKKactive_IkB_NFKB"", ""Q"": ""NFKB""}, ""reaction_names"": {""r1"": ""IKKa_IkBNFKB_binding"", ""r2"": ""IkB_degradation_1""}}",1,False,,,,,0.10681164506162166,0.11083296736939652
BIOMD0000000283,BIOMD0000000736,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","8968977: 4 species, 2 reactions
  NTBI_Fe1Tf: NTBI + Tf -> Fe1Tf
  Fe1Tf_Duo: Fe1Tf -> Tf + FeDuo","{""species_names"": {""X"": ""NTBI"", ""E"": ""Tf"", ""P"": ""Fe1Tf"", ""Q"": ""FeDuo""}, ""reaction_names"": {""r1"": ""NTBI_Fe1Tf"", ""r2"": ""Fe1Tf_Duo""}}",4,False,,,,,0.07471963041103458,0.07758564165956272
BIOMD0000000283,BIOMD0000000407,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","88815: 4 species, 2 reactions
  J54: IkBa + NFkB -> IkBa_NFkB
  J55: IkBa_NFkB -> NFkB + PIkBa","{""species_names"": {""X"": ""IkBa"", ""E"": ""NFkB"", ""P"": ""IkBa_NFkB"", ""Q"": ""PIkBa""}, ""reaction_names"": {""r1"": ""J54"", ""r2"": ""J55""}}",1,False,,,,,0.26701785819485024,0.2760572580711075
BIOMD0000000283,BIOMD0000000723,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","2553227: 4 species, 2 reactions
  reaction_12: Rb + E2F -> E2FRB
  reaction_5: E2FRB -> E2F + ppRB","{""species_names"": {""X"": ""Rb"", ""E"": ""E2F"", ""P"": ""E2FRB"", ""Q"": ""ppRB""}, ""reaction_names"": {""r1"": ""reaction_12"", ""r2"": ""reaction_5""}}",2,False,,,,,0.22716134151159362,0.23507602709172892
BIOMD0000000283,BIOMD0000001018,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","6369736: 4 species, 2 reactions
  Factor_H_binding_C3b: C3b + Factor_H -> C3bH
  C3b_inactivation: C3bH -> Factor_H + iC3b","{""species_names"": {""X"": ""C3b"", ""E"": ""Factor_H"", ""P"": ""C3bH"", ""Q"": ""iC3b""}, ""reaction_names"": {""r1"": ""Factor_H_binding_C3b"", ""r2"": ""C3b_inactivation""}}",1,False,,,,,0.08446645885098336,0.08768830144957063
BIOMD0000000283,BIOMD0000000263,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","297461: 4 species, 2 reactions
  reaction_2: Akt + pTrkA -> pTrkA_Akt
  reaction_3: pTrkA_Akt -> pTrkA + pAkt","{""species_names"": {""X"": ""Akt"", ""E"": ""pTrkA"", ""P"": ""pTrkA_Akt"", ""Q"": ""pAkt""}, ""reaction_names"": {""r1"": ""reaction_2"", ""r2"": ""reaction_3""}}",2,False,,,,,0.038085050750865324,0.03957594868702019
BIOMD0000000283,BIOMD0000000720,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","1525530: 4 species, 2 reactions
  reaction_5: RB + E2F -> RE
  reaction_2: RE -> E2F + PRB","{""species_names"": {""X"": ""RB"", ""E"": ""E2F"", ""P"": ""RE"", ""Q"": ""PRB""}, ""reaction_names"": {""r1"": ""reaction_5"", ""r2"": ""reaction_2""}}",2,False,,,,,0.08446645885098336,0.08768830144957063
BIOMD0000000283,BIOMD0000000149,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","3435855: 4 species, 2 reactions
  R27: X25 + X18 -> X24
  R26: X24 -> X18 + X26","{""species_names"": {""X"": ""X25"", ""E"": ""X18"", ""P"": ""X24"", ""Q"": ""X26""}, ""reaction_names"": {""r1"": ""R27"", ""r2"": ""R26""}}",1,False,,,,,0.1099589802456098,0.11409106497341448
BIOMD0000000283,BIOMD0000000871,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","3776362: 4 species, 2 reactions
  p100_NIK_binding: p100 + NIK -> p100_NIK
  p100_processing: p100_NIK -> NIK + p52","{""species_names"": {""X"": ""p100"", ""E"": ""NIK"", ""P"": ""p100_NIK"", ""Q"": ""p52""}, ""reaction_names"": {""r1"": ""p100_NIK_binding"", ""r2"": ""p100_processing""}}",1,False,,,,,0.04485212241883296,0.04660145062237453
BIOMD0000000283,BIOMD0000000724,"BIOMD0000000283: 4 species, 2 reactions
  r1: X + E -> P
  r2: P -> E + Q","4954297: 4 species, 2 reactions
  PD1p1_Bd_SHP2: PD1p1 + SHP2 -> CP1
  CP1_Diss_PD1_SHP2: CP1 -> SHP2 + PD1","{""species_names"": {""X"": ""PD1p1"", ""E"": ""SHP2"", ""P"": ""CP1"", ""Q"": ""PD1""}, ""reaction_names"": {""r1"": ""PD1p1_Bd_SHP2"", ""r2"": ""CP1_Diss_PD1_SHP2""}}",2,False,,,,,0.09411061498990836,0.09768031277242295
